split_parent_id,scaffold_smiles,scaffold_id,is_acyclic,acyclic_cluster_id,scaffold_split_group_id
par_8f98d74b33624bf48e34,c1ccccc1,scf_13cad05ca8f49c509e5b,False,,scf_13cad05ca8f49c509e5b
par_8faa6862e14f22ad2ccf,,,True,acy_855059b8136946d11f0e,acy_855059b8136946d11f0e
par_8fbf0cfb4a43675630f7,,,True,acy_6425a6926c287a1bc669,acy_6425a6926c287a1bc669
par_8fc011cb6899ade5c7fb,O=C1CN=C(c2ccccn2)N1,scf_a5c85e2510f93e9d1644,False,,scf_a5c85e2510f93e9d1644
par_8fceb209296371ecc654,,,True,acy_45fcbfddf5d1ff154a21,acy_45fcbfddf5d1ff154a21
par_8fd2cfa75669e42f055f,,,True,acy_3e7d00a9816699fc7e2d,acy_3e7d00a9816699fc7e2d
par_8fd5ae884616dce609bd,,,True,acy_02d3c252cb9b05c81215,acy_02d3c252cb9b05c81215
par_8ff4ca2119b8fae44066,C(CNc1nc(NC2CCNCC2)nc(NC2CCNCC2)n1)CN(CCN(CCCNc1nc(NC2CCNCC2)nc(NC2CCNCC2)n1)c1nc(NC2CCNCC2)nc(NC2CCNCC2)n1)c1nc(NC2CCNCC2)nc(NC2CCNCC2)n1,scf_36866b0536d10196d833,False,,scf_36866b0536d10196d833
par_8ff5834808e4e85b6a21,O=C1/C(=N/Nc2cccc(Nc3ccncn3)c2)C=Cc2ccc(N=Nc3ccccc3)cc21,scf_cba49f6090acc2c44112,False,,scf_cba49f6090acc2c44112
par_900961b259ed72bec9a0,c1ccc(-c2ccccc2)cc1,scf_27dacb226b18e24b40e3,False,,scf_27dacb226b18e24b40e3
par_900aa50519f86491ad9f,c1ccc(C2CCCCC2)cc1,scf_a1bbe04ccd19ad2d4e6b,False,,scf_a1bbe04ccd19ad2d4e6b
par_900e202744875aec7c6a,C1CCCCCCCCCCC1,scf_900e202744875aec7c6a,False,,scf_900e202744875aec7c6a
par_901670e642b40e2eb20f,C1=CC[NH+](Cc2ccccc2)C=C1,scf_ee0f78c15ed8cbdcd601,False,,scf_ee0f78c15ed8cbdcd601
par_902977b5d4ae22e88578,c1ccccc1,scf_13cad05ca8f49c509e5b,False,,scf_13cad05ca8f49c509e5b
par_9043788a32ce1c97b8cb,,,True,acy_1910708350c6c83fe895,acy_1910708350c6c83fe895
par_9043d9d662082a6bcbb6,,,True,acy_08a9089cdbb301795d70,acy_08a9089cdbb301795d70
par_9044ca3b159e8a1bb13e,,,True,acy_83c8c0cbf57e7e38fc46,acy_83c8c0cbf57e7e38fc46
par_904a7fb4e0dd31cc5c28,c1ccccc1,scf_13cad05ca8f49c509e5b,False,,scf_13cad05ca8f49c509e5b
par_904a9beff004a33869df,c1ccccc1,scf_13cad05ca8f49c509e5b,False,,scf_13cad05ca8f49c509e5b
par_907c5669df3591158dff,,,True,acy_b84891e289fc3b69dd46,acy_b84891e289fc3b69dd46
par_90879436de220b5329bf,,,True,acy_833d95d0c481e77d6300,acy_833d95d0c481e77d6300
par_9090178b8b87a0c5f89f,O=C1c2ccccc2C(=O)C1C(=O)C(c1ccccc1)c1ccccc1,scf_dee318892afbb6aa6dcd,False,,scf_dee318892afbb6aa6dcd
par_9099c8ecc08f97b2e6c1,c1ccc(-c2ccc[nH]2)cc1,scf_6ce0fb785703429fa433,False,,scf_6ce0fb785703429fa433
par_90a0902dcd5e7b7c9c89,C1CCCCC1,scf_a21c4f64dcc59dd2ede8,False,,scf_a21c4f64dcc59dd2ede8
par_90a56c0a90d75487b4cd,,,True,acy_dbdae54709b60499859f,acy_dbdae54709b60499859f
par_90a5cc14435eced938cb,,,True,acy_62a7804279f63d8f3012,acy_62a7804279f63d8f3012
par_90b2f8cb22ae68f859b1,,,True,acy_9820bf90d5696e37c7f3,acy_9820bf90d5696e37c7f3
par_90b4853e06e722c63b42,,,True,acy_29ee5938438f08275440,acy_29ee5938438f08275440
par_90b580cc034e55e9cb47,c1ccccc1,scf_13cad05ca8f49c509e5b,False,,scf_13cad05ca8f49c509e5b
par_90cff3b8fdaf991974e3,,,True,acy_9097ed4b8f49fe4b6544,acy_9097ed4b8f49fe4b6544
par_90d8db8563b8dacd1fd8,O=C(C1CCCCC1)N1CC(=O)N2CCc3ccccc3C2C1,scf_90d8db8563b8dacd1fd8,False,,scf_90d8db8563b8dacd1fd8
par_90db46f4e7f27b6d6684,c1ccccc1,scf_13cad05ca8f49c509e5b,False,,scf_13cad05ca8f49c509e5b
par_90ebfbf763ba5331d5b5,,,True,acy_4c01044c1d86aaae4805,acy_4c01044c1d86aaae4805
par_90ec2653dac4e3eaf486,O=c1ccc2ccccc2o1,scf_b66459934f5276fb66a7,False,,scf_b66459934f5276fb66a7
par_90f59b3644af1269478d,C1CCNCC1,scf_daa04a326d407f1003f7,False,,scf_daa04a326d407f1003f7
par_90fa1ab89e185ef0e412,,,True,acy_47625d229106dfcbc81c,acy_47625d229106dfcbc81c
par_911736764a881e55560e,,,True,acy_8ae7d968fb2adf7f5cc4,acy_8ae7d968fb2adf7f5cc4
par_913cbccb200cc2ff6b83,O=c1ccn(C2CC2)c2cc(N3CCCC3)ccc12,scf_a7d897641ce8aaee21e2,False,,scf_a7d897641ce8aaee21e2
par_9176053c0500afac6806,c1ccccc1,scf_13cad05ca8f49c509e5b,False,,scf_13cad05ca8f49c509e5b
par_91797df62408b5f5203a,c1ccccc1,scf_13cad05ca8f49c509e5b,False,,scf_13cad05ca8f49c509e5b
par_9180dc5e6cf35a69fb85,,,True,acy_e16402b097de380f2fb5,acy_e16402b097de380f2fb5
par_91909c065de5bc5d8a4e,,,True,acy_3f736bdd8e11e12acaec,acy_3f736bdd8e11e12acaec
par_9191fea452718f2f2330,,,True,acy_6425a6926c287a1bc669,acy_6425a6926c287a1bc669
par_9194e1ad6831ebe39bd4,,,True,acy_1294dfa78825ff4f2e6a,acy_1294dfa78825ff4f2e6a
par_9199455b2f5d05dc061e,O=C1c2ccccc2C(=O)c2ccccc21,scf_f0c6b09cfc7aa95a3893,False,,scf_f0c6b09cfc7aa95a3893
par_91a37429a094820bd110,c1ncncn1,scf_89055dbbabf38236f98e,False,,scf_89055dbbabf38236f98e
par_91ab6c3c3e6177fe5320,,,True,acy_3bd1ae811acb1961295f,acy_3bd1ae811acb1961295f
par_91aea2334835151df8a9,,,True,acy_9a17fc10cc4f05520186,acy_9a17fc10cc4f05520186
par_91f56b0d87bea8dce0cd,S=c1[nH][nH]c(=S)s1,scf_91f56b0d87bea8dce0cd,False,,scf_91f56b0d87bea8dce0cd
par_920896bdaea308d57d9d,c1ccccc1,scf_13cad05ca8f49c509e5b,False,,scf_13cad05ca8f49c509e5b
par_9210f2cfc0f4d4bf13fb,C1=CC2CCC1C2,scf_4803c0f3b9aad24aab1b,False,,scf_4803c0f3b9aad24aab1b
par_9217e631f8cf9b5ed506,c1ccc(-c2ncnn2-c2ccccc2)cc1,scf_9b530dab408f7aa61613,False,,scf_9b530dab408f7aa61613
par_921d2220372b143e8dee,,,True,acy_60ee40e9778323b7fb2f,acy_60ee40e9778323b7fb2f
par_921f0a77b2051d27b895,,,True,acy_305f2028a718b987686e,acy_305f2028a718b987686e
par_9230574cd40fe8894a70,,,True,acy_9d85ff69c349a8a519ef,acy_9d85ff69c349a8a519ef
par_923d3bc17348bab5d6c4,,,True,acy_eea38149f065c494db07,acy_eea38149f065c494db07
par_9240db5e6cafae538e10,c1cc[c]([SnH]([c]2ccccc2)[c]2ccccc2)cc1,scf_ab22ab55703fb1b49ad1,False,,scf_ab22ab55703fb1b49ad1
par_925c9da51194414d3abd,c1ccc(-c2cccnn2)cc1,scf_c77fa66a1f6164df5f69,False,,scf_c77fa66a1f6164df5f69
par_92623ccd36bc322bf260,C1CCOC1,scf_92623ccd36bc322bf260,False,,scf_92623ccd36bc322bf260
par_92631ac48d82641b7022,,,True,acy_014324b7400446a94ab8,acy_014324b7400446a94ab8
par_926ce497f4684fba2cb0,c1ccc(Nc2ccccc2)cc1,scf_66594b79d38dcf0e9b76,False,,scf_66594b79d38dcf0e9b76
par_927617f46f2fe0268c2b,C=C1CC2CCC1C2,scf_d8273ede8b27353622ad,False,,scf_d8273ede8b27353622ad
par_927795ebe6169f7b1a86,,,True,acy_f2097066b862c21a1d5a,acy_f2097066b862c21a1d5a
par_927c25914e9be10d1098,,,True,acy_450bfbbc526e4f5e9ace,acy_450bfbbc526e4f5e9ace
par_9283ecdd3eb9aad17cfa,O=C(CNc1ccccc1)OCc1cccc(Oc2ccccc2)c1,scf_4520b7f599181c271aab,False,,scf_4520b7f599181c271aab
par_92882e6f628428b0595d,c1ccc2cc(N=Nc3ccc(Nc4ncncn4)cc3)ccc2c1,scf_3b30972b0ca9cb09aa75,False,,scf_3b30972b0ca9cb09aa75
par_92887686b9fcd5d7b4ff,,,True,acy_17874da922f5d6c29d69,acy_17874da922f5d6c29d69
par_928b59c2a28e6a58de5a,c1ccc2cnccc2c1,scf_928b59c2a28e6a58de5a,False,,scf_928b59c2a28e6a58de5a
par_92908f16380fb1ce1a11,C1CO1,scf_59b1a7b29b6a5f8bc1b8,False,,scf_59b1a7b29b6a5f8bc1b8
par_92a25739aebde477cedb,,,True,acy_f4512bff978fcbe6a2d9,acy_f4512bff978fcbe6a2d9
par_92b43966c7f0af5fee37,O=C1C=CC(=O)N1c1ccc(Cc2ccc(N3C(=O)C=CC3=O)cc2)cc1,scf_92b43966c7f0af5fee37,False,,scf_92b43966c7f0af5fee37
par_92c47ddb5bde9e7b5347,,,True,acy_c0c5fa814e67025d11bf,acy_c0c5fa814e67025d11bf
par_92cbfa4bd7665d6f4dcc,c1ccccc1,scf_13cad05ca8f49c509e5b,False,,scf_13cad05ca8f49c509e5b
par_92d8e68401b6cd4198e2,c1ccc2sc(SNSc3nc4ccccc4s3)nc2c1,scf_f033a5e8702c69bd73a2,False,,scf_f033a5e8702c69bd73a2
par_92dc16f6d4ffea7559a8,,,True,acy_7e57c0ef5674348fc826,acy_7e57c0ef5674348fc826
par_92e3a012ab0e2254b0d0,O=C1CC/C=C\CCCCCCCCCC1,scf_92e3a012ab0e2254b0d0,False,,scf_92e3a012ab0e2254b0d0
par_92f218c8f43b20147cc3,,,True,acy_41b240397ce8bfd62dff,acy_41b240397ce8bfd62dff
par_930195661774a7168d61,O=c1ccn(-c2ccccc2)c2cc(N3CCNCC3)ccc12,scf_6f30c7ed6de3be1efdc2,False,,scf_6f30c7ed6de3be1efdc2
par_9303fbf4422cb921245d,,,True,acy_f5dffe2eb1d1766062a8,acy_f5dffe2eb1d1766062a8
par_931d3943adca0677b6d4,O=C(c1ccccc1)c1ccccc1,scf_113660f6820aa1505046,False,,scf_113660f6820aa1505046
par_9321aa0f7d0c5916c06a,,,True,acy_22995b758cdc80ea5854,acy_22995b758cdc80ea5854
par_934a2689b58e27c87fc2,c1ccccc1,scf_13cad05ca8f49c509e5b,False,,scf_13cad05ca8f49c509e5b
par_9358a0e681880f2dca3d,,,True,acy_2ef1b073477cadcebe04,acy_2ef1b073477cadcebe04
par_9392134eaa5c278403d8,c1ccc(-n2cncn2)cc1,scf_55c9dd900afee4d3b6d1,False,,scf_55c9dd900afee4d3b6d1
par_939816499a9a3a6afee0,,,True,acy_eaa7b4cfb4de1619dc03,acy_eaa7b4cfb4de1619dc03
par_93a47c8aec3287dca7a4,O=C1C=Cc2ccccc2/C1=N\Nc1cccc2ccccc12,scf_ec53cb62ecd4b68f4ceb,False,,scf_ec53cb62ecd4b68f4ceb
par_93a927ebde72a3865192,c1ccccc1,scf_13cad05ca8f49c509e5b,False,,scf_13cad05ca8f49c509e5b
par_93b679f061c292ee06f0,,,True,acy_4d5019fe9e8eb0082722,acy_4d5019fe9e8eb0082722
par_93dc8f96ea7de5ee9557,c1ccccc1,scf_13cad05ca8f49c509e5b,False,,scf_13cad05ca8f49c509e5b
par_93f84b6caf2664e8b1fe,,,True,acy_478b89f8f913a0ce718c,acy_478b89f8f913a0ce718c
par_94028d0820b0c944d9b7,c1ccccc1,scf_13cad05ca8f49c509e5b,False,,scf_13cad05ca8f49c509e5b
par_941b90516c4f66f76492,,,True,acy_666b5217eb9b584788fc,acy_666b5217eb9b584788fc
par_941e218970f5b0c1c956,,,True,acy_22ff57b6927ca9e7cbe7,acy_22ff57b6927ca9e7cbe7
par_9427b2212987212f75fa,c1ccccc1,scf_13cad05ca8f49c509e5b,False,,scf_13cad05ca8f49c509e5b
par_942c31c17859cf0aa184,,,True,acy_49204ec69041de60f892,acy_49204ec69041de60f892
par_942c3cd8d0cc935e3cae,,,True,acy_f7e930e0e9e0ae6cfc7d,acy_f7e930e0e9e0ae6cfc7d
par_9431dc748b893fe4f0b1,,,True,acy_cfa1ad5d537a2d573e0d,acy_cfa1ad5d537a2d573e0d
par_9449472fdaeb3930dbba,C1C[C@H]2C[C@@H](C1)C2,scf_15fcf944b6aeed47c518,False,,scf_15fcf944b6aeed47c518
par_94531f3b6140bfe60239,C1COCOC1,scf_c7850d2c75461ef1f7f6,False,,scf_c7850d2c75461ef1f7f6
par_94780686554af150f1cc,C1CCCCC1,scf_a21c4f64dcc59dd2ede8,False,,scf_a21c4f64dcc59dd2ede8
par_9479a13449a2f324d9c0,c1ccc2c(C[C@H]3CC4CCN3CC4)ccnc2c1,scf_5f0998da8dd29f5f65fd,False,,scf_5f0998da8dd29f5f65fd
par_9489ab91e02f8d8c07c7,c1ccc(Cc2ccccc2)cc1,scf_05784e2ddd36e41751a8,False,,scf_05784e2ddd36e41751a8
par_948bf4b350cbd766fa18,,,True,acy_8f529e8ebad797ad8f06,acy_8f529e8ebad797ad8f06
par_94938759db3b69c4b453,,,True,acy_b232a5d7551818778e4b,acy_b232a5d7551818778e4b
par_9494d5039ccc8ad2ac81,c1ccccc1,scf_13cad05ca8f49c509e5b,False,,scf_13cad05ca8f49c509e5b
par_949c115b76bd23d0e0d3,,,True,acy_d08e9e12a643b119434b,acy_d08e9e12a643b119434b
par_94a1b2700d663f3af7e6,C1CC2C3CCC(C3)C2C1,scf_9a420f6df288969a3ffc,False,,scf_9a420f6df288969a3ffc
par_94ade375bfc9393d6e3a,c1ccccc1,scf_13cad05ca8f49c509e5b,False,,scf_13cad05ca8f49c509e5b
par_94b61c497f902a5b2011,,,True,acy_687642295ed0b9077c08,acy_687642295ed0b9077c08
par_94c325e9337d4947b073,,,True,acy_5ccd6cb836a22fe34d44,acy_5ccd6cb836a22fe34d44
par_94cd4b3b82b3ec643ed2,c1ccccc1,scf_13cad05ca8f49c509e5b,False,,scf_13cad05ca8f49c509e5b
par_94cdf1c2d5d84912da30,,,True,acy_093c294fe37f5d621854,acy_093c294fe37f5d621854
par_94d3cd3ba732a2c7b1ec,c1ccccc1,scf_13cad05ca8f49c509e5b,False,,scf_13cad05ca8f49c509e5b
par_94d405dd20853630aa0f,c1ccccc1,scf_13cad05ca8f49c509e5b,False,,scf_13cad05ca8f49c509e5b
par_94d8944e047d3710f513,c1ccccc1,scf_13cad05ca8f49c509e5b,False,,scf_13cad05ca8f49c509e5b
par_94e9a06e337535d6527e,,,True,acy_e147e5b888950ad60c1c,acy_e147e5b888950ad60c1c
par_94f3fcbe41fec9f7aeaa,c1ccccc1,scf_13cad05ca8f49c509e5b,False,,scf_13cad05ca8f49c509e5b
par_94ff09e79f29488278b6,,,True,acy_01ef74aca8d2fb1e0de0,acy_01ef74aca8d2fb1e0de0
par_953384b9f3612055ec21,c1ccc2ccccc2c1,scf_a896d495b04a450b732a,False,,scf_a896d495b04a450b732a
par_9543426308ee37054196,,,True,acy_bb100319e160eb4e28e8,acy_bb100319e160eb4e28e8
par_955d12a09b877e9a85f3,c1ccc(CNC2CCCC2)cc1,scf_86480df9ff0cf2f954fa,False,,scf_86480df9ff0cf2f954fa
par_956eeab6a8376f86e40f,C1CCNCC1,scf_daa04a326d407f1003f7,False,,scf_daa04a326d407f1003f7
par_95855ea91f50b29124d4,,,True,acy_465d7c426c437bb17370,acy_465d7c426c437bb17370
par_958970c9d3a7710ecd19,c1ccccc1,scf_13cad05ca8f49c509e5b,False,,scf_13cad05ca8f49c509e5b
par_9594d6554481ae705e34,c1ccc(C(Cn2cncn2)Cn2cncn2)cc1,scf_36169d0011c0e3c94b1b,False,,scf_36169d0011c0e3c94b1b
par_95b4d8d6414950b449d3,c1nc[nH]n1,scf_32ca2262b0d7bc622317,False,,scf_32ca2262b0d7bc622317
par_95bdfc6f1c4647b8e3db,c1ccccc1,scf_13cad05ca8f49c509e5b,False,,scf_13cad05ca8f49c509e5b
par_95be970f9f4f348331fd,,,True,acy_709ef2c2f61672a1adfb,acy_709ef2c2f61672a1adfb
par_95e4ec687843a955deab,c1ccccc1,scf_13cad05ca8f49c509e5b,False,,scf_13cad05ca8f49c509e5b
par_95ed286e3c23af513145,,,True,acy_8e90181a5e340fc2946d,acy_8e90181a5e340fc2946d
par_95fae3fbf31cf8bdcb3c,c1ccccc1,scf_13cad05ca8f49c509e5b,False,,scf_13cad05ca8f49c509e5b
par_96018e7699b8040d6d04,c1ccc(CCn2cncn2)cc1,scf_ebc726e7f6b50dd016b3,False,,scf_ebc726e7f6b50dd016b3
par_9607cfa138e2d30f7a9c,,,True,acy_1e632254deceb12dd24a,acy_1e632254deceb12dd24a
par_96122281b681b0aa35e4,c1ccccc1,scf_13cad05ca8f49c509e5b,False,,scf_13cad05ca8f49c509e5b
par_9617c537293bce7d9a3a,,,True,acy_bb307ae71bfb3ba11d32,acy_bb307ae71bfb3ba11d32
par_9618148b508d170c49c6,O=c1[n-]c(=O)[nH]c(=O)[nH]1,scf_0fa6080ae29568858789,False,,scf_0fa6080ae29568858789
par_96226ba065521a24fc6f,c1ccoc1,scf_39d2b6272e06abeff644,False,,scf_39d2b6272e06abeff644
par_9625ea2a010da1aa1add,,,True,acy_4097eeb3f5c7c483dba7,acy_4097eeb3f5c7c483dba7
par_9631da080feee61017b9,C1CCCCC1,scf_a21c4f64dcc59dd2ede8,False,,scf_a21c4f64dcc59dd2ede8
par_9639edc6458d69de8005,,,True,acy_8cb540f18648e94506e7,acy_8cb540f18648e94506e7
par_9642ba6d779db776ffb4,c1ccccc1,scf_13cad05ca8f49c509e5b,False,,scf_13cad05ca8f49c509e5b
par_9651c75eb99afb753672,,,True,acy_fc833b673b90eed0b77f,acy_fc833b673b90eed0b77f
par_9661f4a58960309d37d2,O=c1c(-c2ccccc2)coc2ccccc12,scf_fc820c9a96f9ea22248c,False,,scf_fc820c9a96f9ea22248c
par_966342000f490a143fee,c1cn[nH]c1,scf_bf3a6e744c00a4f42e2b,False,,scf_bf3a6e744c00a4f42e2b
par_9689141f406dc940f946,,,True,acy_ff67d09cd66dee302821,acy_ff67d09cd66dee302821
par_969375e358cd3ee6f58f,C1=CC2[C@@H](O1)O[C@H]1C[C@@H]2C2O[C@@]21C1C[C@@H]2OCC3CCC[C@@]4(COC[C@@H]14)[C@H]32,scf_d4ca9b52a1468d2ca56a,False,,scf_d4ca9b52a1468d2ca56a
par_9694a6ba4a634107f9bb,,,True,acy_9a28c9611455e86c31f4,acy_9a28c9611455e86c31f4
par_96960a6a642d233e37c1,S=[PH](Oc1ccccc1)c1ccccc1,scf_a23dc80aeefca64d7b33,False,,scf_a23dc80aeefca64d7b33
par_96a9909f28cb370cf864,c1ccc2ccccc2c1,scf_a896d495b04a450b732a,False,,scf_a896d495b04a450b732a
par_96bb202bd6b8d15048e6,c1ccc(-c2ccccc2)cc1,scf_27dacb226b18e24b40e3,False,,scf_27dacb226b18e24b40e3
par_96d131278b5f5cb48b84,c1ccc2[nH+]cccc2c1,scf_ca2ca981be5e4ba23418,False,,scf_ca2ca981be5e4ba23418
par_96e0e342ed3563f4a9af,C=C1NC(=O)CCCNC(=O)C[C@H](/C=C/C=C/CCCc2ccccc2)NC(=O)CNC(=O)CCNC(=O)CNC(=O)CNC1=O,scf_d6705e3d7229fbfa3e6a,False,,scf_d6705e3d7229fbfa3e6a
par_96e48e9683c55e720e98,c1ccc2ccccc2c1,scf_a896d495b04a450b732a,False,,scf_a896d495b04a450b732a
par_96e642be5d8bac7ce643,c1ccccc1,scf_13cad05ca8f49c509e5b,False,,scf_13cad05ca8f49c509e5b
par_96e674b9de9f73bbfd21,C=C1C(=O)C[C@@H]2C[C@@H]3Cc4ccccc4C=C3C(=O)C2C1=O,scf_cf99ca29728714ba5236,False,,scf_cf99ca29728714ba5236
par_96eb0cfc7852ca1604f0,O=C(Nc1ccccc1)c1ccccc1,scf_46dbe06a66c3ecbfaeeb,False,,scf_46dbe06a66c3ecbfaeeb
par_970ba7ea53b73a88dbce,c1cn[nH]c1,scf_bf3a6e744c00a4f42e2b,False,,scf_bf3a6e744c00a4f42e2b
par_972ab398d921916a2a98,,,True,acy_f190fb0b14d1b4db2213,acy_f190fb0b14d1b4db2213
par_9735517c8034e765f402,c1ccccc1,scf_13cad05ca8f49c509e5b,False,,scf_13cad05ca8f49c509e5b
par_9737cd3a9befe09c0ca6,,,True,acy_d1665ad5979b8e711fe2,acy_d1665ad5979b8e711fe2
par_973a118e84370d187aa3,c1ccncc1,scf_75c7a4b0b41e43900bfb,False,,scf_75c7a4b0b41e43900bfb
par_973e194831a069aafdee,,,True,acy_896387537df68752402e,acy_896387537df68752402e
par_973f7157288bfbb2aaf9,c1ccccc1,scf_13cad05ca8f49c509e5b,False,,scf_13cad05ca8f49c509e5b
par_974fe51536aaf5826ea1,c1ccccc1,scf_13cad05ca8f49c509e5b,False,,scf_13cad05ca8f49c509e5b
par_9750ae63c7304fa29eac,c1ccc2snnc2c1,scf_27e1e2facef11cf1d405,False,,scf_27e1e2facef11cf1d405
par_97642cc7ae2faff0deb2,,,True,acy_148a3e833acb74479ad6,acy_148a3e833acb74479ad6
par_9765830287c21f365f6e,c1ccccc1,scf_13cad05ca8f49c509e5b,False,,scf_13cad05ca8f49c509e5b
par_9767005ac1b8c1f8a1b6,,,True,acy_7d9c90b9041e2a1e941a,acy_7d9c90b9041e2a1e941a
par_9773c8d6fba2917d8cd4,,,True,acy_a4b3a2823e2d4abd41c0,acy_a4b3a2823e2d4abd41c0
par_9777cc86ffbb1e397f2d,c1ccc(Oc2ccccc2)cc1,scf_9affd80d02f471acfe8b,False,,scf_9affd80d02f471acfe8b
par_977e8c7fa2b02119726d,,,True,acy_af6115aae817761ebe50,acy_af6115aae817761ebe50
par_978bd09cc7c62da02b7f,,,True,acy_b64869fe967b57d4c022,acy_b64869fe967b57d4c022
par_97ae3ce6d66722fd4396,c1cnc2c(c1)ccc1cccnc12,scf_0de407e41eb32f1ef360,False,,scf_0de407e41eb32f1ef360
par_97b3f02fe25eeeb1d91d,c1ccc(-c2ccccc2)cc1,scf_27dacb226b18e24b40e3,False,,scf_27dacb226b18e24b40e3
par_97c9e29115baa62fd12b,O=C(CNCCc1ccccc1)c1ccccc1,scf_a308d251e96e55db91ee,False,,scf_a308d251e96e55db91ee
par_97cf5d4923ec92aa6ef5,O=c1c(=N[N-]c2ccccc2)ccc(=NNc2ccccc2)c1=O,scf_b00b63fb5746fac83809,False,,scf_b00b63fb5746fac83809
par_97d40a22137223e896c5,,,True,acy_8f2186e7c3076c512415,acy_8f2186e7c3076c512415
par_97dac650b8172aa3a9b8,,,True,acy_1a76bba637034a973ece,acy_1a76bba637034a973ece
par_97df6aa4b28db806fa51,,,True,acy_a704a5690f06ac5028ca,acy_a704a5690f06ac5028ca
par_97e710858eb7cd133768,O=C(N[C@@H]1C(=O)N2CCS[C@H]12)c1conc1-c1ccccc1,scf_22646411f92553f8e944,False,,scf_22646411f92553f8e944
par_97ecf10213ae300a427e,c1ccccc1,scf_13cad05ca8f49c509e5b,False,,scf_13cad05ca8f49c509e5b
par_97f13f5f1e99e534963f,,,True,acy_96f60ee6dcefd5f324ca,acy_96f60ee6dcefd5f324ca
par_97ff7cd2bef19819eb40,c1ccccc1,scf_13cad05ca8f49c509e5b,False,,scf_13cad05ca8f49c509e5b
par_981074d0d71d11e8ed8f,C1CC[CH]([Sn][CH]2CCCCC2)CC1,scf_d306109c1d5c9b6377f0,False,,scf_d306109c1d5c9b6377f0
par_981132ea3986b053f329,O=C1c2ccccc2C(=O)N1c1ccccc1,scf_f3a1c9ea7c6c50fd5101,False,,scf_f3a1c9ea7c6c50fd5101
par_98151f13c1b8826453fc,c1ccccc1,scf_13cad05ca8f49c509e5b,False,,scf_13cad05ca8f49c509e5b
par_98303aa5953454c688b8,,,True,acy_93e7c06eb4624decb18c,acy_93e7c06eb4624decb18c
par_983ddad78e5c901c29a7,O=C1C=CC2C(=C1)CC[C@@H]1C2CCC2CCC[C@H]21,scf_f8f7557f1555a95be908,False,,scf_f8f7557f1555a95be908
par_983f12ecf5b0c7b75ef0,c1ccccc1,scf_13cad05ca8f49c509e5b,False,,scf_13cad05ca8f49c509e5b
par_98499e9f7a0f0a99e2fe,,,True,acy_dc3c5eb921aa26eb7e07,acy_dc3c5eb921aa26eb7e07
par_9855045cf0b1e8322691,,,True,acy_14c7e0998d9589fd20a7,acy_14c7e0998d9589fd20a7
par_985605470d2d98132bd7,O=C1CC=NN1c1ccccc1,scf_bf2c5f7d5a13133f4758,False,,scf_bf2c5f7d5a13133f4758
par_985dca58f801305be9a6,c1ccc(-c2c3ccccc3[o+]c3ccccc23)cc1.c1ccc(-c2c3ccccc3[o+]c3ccccc23)cc1,scf_3db21d61b1f0dbeb6161,False,,scf_3db21d61b1f0dbeb6161
par_98603b0034304de782dc,c1ccc(Nc2ccccc2)cc1,scf_66594b79d38dcf0e9b76,False,,scf_66594b79d38dcf0e9b76
par_9861adf9ff8cea1fef75,c1ccc2c(c1)Oc1ccccc1[As]2O[As]1c2ccccc2Oc2ccccc21,scf_9861adf9ff8cea1fef75,False,,scf_9861adf9ff8cea1fef75
par_98627052f9795ce85ed5,c1ccccc1,scf_13cad05ca8f49c509e5b,False,,scf_13cad05ca8f49c509e5b
par_9878fa248c9fce3b8755,,,True,acy_a5d1b1d4caf5d77ab7ef,acy_a5d1b1d4caf5d77ab7ef
par_98831bee1a518db1c9f2,C1CCCCC1,scf_a21c4f64dcc59dd2ede8,False,,scf_a21c4f64dcc59dd2ede8
par_988812199f01a70202b2,,,True,acy_45c6217f9d3b3245d74c,acy_45c6217f9d3b3245d74c
par_988da01a2e7ae6dd23b6,C(CCOCC1CO1)COCC1CO1,scf_988da01a2e7ae6dd23b6,False,,scf_988da01a2e7ae6dd23b6
par_988f294e9b47647525fa,,,True,acy_63ed71db61abfd440dee,acy_63ed71db61abfd440dee
par_9891ad7c047e3f6ea64f,O=C1CCCC1CCC1CC=CCC1,scf_df746589240b9d9b1bb7,False,,scf_df746589240b9d9b1bb7
par_98afba486da202005833,c1ccc2ccccc2c1,scf_a896d495b04a450b732a,False,,scf_a896d495b04a450b732a
par_98b09270f321b4a78253,,,True,acy_f2097066b862c21a1d5a,acy_f2097066b862c21a1d5a
par_98b6b6e81f32d58e3acc,O=C1C=CCCC1,scf_9e258000d96cef27d5aa,False,,scf_9e258000d96cef27d5aa
par_98b781f10901c90a7d0b,O=S(=O)(Oc1ccc(N=Nc2cccc(Nc3ccccc3)c2)cc1)c1ccccc1,scf_d90968dc45d9357f872d,False,,scf_d90968dc45d9357f872d
par_98babf13e4f7d7fa4aaa,c1ccc(CCCc2ccncc2)cc1,scf_98babf13e4f7d7fa4aaa,False,,scf_98babf13e4f7d7fa4aaa
par_98be3a855f8beac04818,O=C1CCN(c2ccccc2)N1,scf_53a8199aaee4e126e651,False,,scf_53a8199aaee4e126e651
par_98bfb5eee720655584c2,c1ccccc1,scf_13cad05ca8f49c509e5b,False,,scf_13cad05ca8f49c509e5b
